"plant_species","animal_species","plot","date","type","plot_date_type","frequency"
"Erianthemum dregei","Cinnyricinclus leucogaster","sav1",2014-07-28,"Bird-fruit","sav1_2014-07-28_Bird-fruit",2
"Ozoroa insignis","Cinnyricinclus leucogaster","sav1",2014-07-28,"Bird-fruit","sav1_2014-07-28_Bird-fruit",6
"Cyphostemma serpens","Colius striatus","sav1",2014-07-28,"Bird-fruit","sav1_2014-07-28_Bird-fruit",2
"Cyphostemma sp.","Colius striatus","sav1",2014-07-28,"Bird-fruit","sav1_2014-07-28_Bird-fruit",1
"Lantana camara","Colius striatus","sav1",2014-07-28,"Bird-fruit","sav1_2014-07-28_Bird-fruit",3
"Ozoroa insignis","Colius striatus","sav1",2014-07-28,"Bird-fruit","sav1_2014-07-28_Bird-fruit",17
"Lantana camara","Emberiza flaviventris","sav1",2014-07-28,"Bird-fruit","sav1_2014-07-28_Bird-fruit",1
"Bridelia cathartica","Francolinus sephaena","sav1",2014-07-28,"Bird-fruit","sav1_2014-07-28_Bird-fruit",2
"Commiphora africana","Lamprotornis chalybaeus","sav1",2014-07-28,"Bird-fruit","sav1_2014-07-28_Bird-fruit",1
"Emelianthe panganensis","Lamprotornis chalybaeus","sav1",2014-07-28,"Bird-fruit","sav1_2014-07-28_Bird-fruit",2
"Ozoroa insignis","Lamprotornis chalybaeus","sav1",2014-07-28,"Bird-fruit","sav1_2014-07-28_Bird-fruit",11
"Ozoroa insignis","Lamprotornis corruscus","sav1",2014-07-28,"Bird-fruit","sav1_2014-07-28_Bird-fruit",4
"Lantana camara","Ploceus intermedius","sav1",2014-07-28,"Bird-fruit","sav1_2014-07-28_Bird-fruit",1
"Commiphora africana","Pogoniulus pusillus","sav1",2014-07-28,"Bird-fruit","sav1_2014-07-28_Bird-fruit",1
"Cyphostemma serpens","Pogoniulus pusillus","sav1",2014-07-28,"Bird-fruit","sav1_2014-07-28_Bird-fruit",1
"Emelianthe panganensis","Pogoniulus pusillus","sav1",2014-07-28,"Bird-fruit","sav1_2014-07-28_Bird-fruit",2
"Erianthemum dregei","Pogoniulus pusillus","sav1",2014-07-28,"Bird-fruit","sav1_2014-07-28_Bird-fruit",1
"Ozoroa insignis","Pogoniulus pusillus","sav1",2014-07-28,"Bird-fruit","sav1_2014-07-28_Bird-fruit",1
"Bridelia cathartica","Pycnonotus barbatus","sav1",2014-07-28,"Bird-fruit","sav1_2014-07-28_Bird-fruit",6
"Cyphostemma serpens","Pycnonotus barbatus","sav1",2014-07-28,"Bird-fruit","sav1_2014-07-28_Bird-fruit",8
"Cyphostemma sp.","Pycnonotus barbatus","sav1",2014-07-28,"Bird-fruit","sav1_2014-07-28_Bird-fruit",1
"Lantana camara","Pycnonotus barbatus","sav1",2014-07-28,"Bird-fruit","sav1_2014-07-28_Bird-fruit",8
"Ozoroa insignis","Pycnonotus barbatus","sav1",2014-07-28,"Bird-fruit","sav1_2014-07-28_Bird-fruit",18
"Ozoroa insignis","Serinus mozambicus","sav1",2014-07-28,"Bird-fruit","sav1_2014-07-28_Bird-fruit",2
"Commiphora africana","Treron calvus","sav1",2014-07-28,"Bird-fruit","sav1_2014-07-28_Bird-fruit",7
"Emelianthe panganensis","Treron calvus","sav1",2014-07-28,"Bird-fruit","sav1_2014-07-28_Bird-fruit",7
"Cyphostemma sp.","Urocolius macrourus","sav1",2014-07-28,"Bird-fruit","sav1_2014-07-28_Bird-fruit",5
"Emelianthe panganensis","Urocolius macrourus","sav1",2014-07-28,"Bird-fruit","sav1_2014-07-28_Bird-fruit",3
"Ozoroa insignis","Urocolius macrourus","sav1",2014-07-28,"Bird-fruit","sav1_2014-07-28_Bird-fruit",3
"Lantana camara","Zosterops abyssinicus","sav1",2014-07-28,"Bird-fruit","sav1_2014-07-28_Bird-fruit",4
"Ozoroa insignis","Zosterops abyssinicus","sav1",2014-07-28,"Bird-fruit","sav1_2014-07-28_Bird-fruit",10
"Ficus natalensis","Anaplectes rubriceps","sav2",2014-08-04,"Bird-fruit","sav2_2014-08-04_Bird-fruit",1
"Ficus natalensis","Lybius leucocephalus","sav2",2014-08-04,"Bird-fruit","sav2_2014-08-04_Bird-fruit",5
"Ficus natalensis","Ploceus intermedius","sav2",2014-08-04,"Bird-fruit","sav2_2014-08-04_Bird-fruit",1
"Ficus natalensis","Ploceus nigricollis","sav2",2014-08-04,"Bird-fruit","sav2_2014-08-04_Bird-fruit",2
"Emelianthe panganensis","Pogoniulus pusillus","sav2",2014-08-04,"Bird-fruit","sav2_2014-08-04_Bird-fruit",3
"Bridelia cathartica","Pycnonotus barbatus","sav2",2014-08-04,"Bird-fruit","sav2_2014-08-04_Bird-fruit",2
"Ficus natalensis","Pycnonotus barbatus","sav2",2014-08-04,"Bird-fruit","sav2_2014-08-04_Bird-fruit",37
"Ficus natalensis","Tockus nasutus","sav2",2014-08-04,"Bird-fruit","sav2_2014-08-04_Bird-fruit",4
"Ficus natalensis","Trachyphonus erythrocephalus","sav2",2014-08-04,"Bird-fruit","sav2_2014-08-04_Bird-fruit",1
"Ozoroa insignis","Trachyphonus erythrocephalus","sav2",2014-08-04,"Bird-fruit","sav2_2014-08-04_Bird-fruit",2
"Helixanthera kirkii","Urocolius macrourus","sav2",2014-08-04,"Bird-fruit","sav2_2014-08-04_Bird-fruit",10
"Lantana camara","Andropadus importunus","sav3",2015-02-09,"Bird-fruit","sav3_2015-02-09_Bird-fruit",5
"Rhamnus staddo","Andropadus importunus","sav3",2015-02-09,"Bird-fruit","sav3_2015-02-09_Bird-fruit",5
"Lantana camara","Batis molitor","sav3",2015-02-09,"Bird-fruit","sav3_2015-02-09_Bird-fruit",1
"Lantana camara","Cichladusa guttata","sav3",2015-02-09,"Bird-fruit","sav3_2015-02-09_Bird-fruit",1
"Rhamnus staddo","Cichladusa guttata","sav3",2015-02-09,"Bird-fruit","sav3_2015-02-09_Bird-fruit",1
"Lannea schimperi","Colius striatus","sav3",2015-02-09,"Bird-fruit","sav3_2015-02-09_Bird-fruit",6
"Rhamnus staddo","Colius striatus","sav3",2015-02-09,"Bird-fruit","sav3_2015-02-09_Bird-fruit",5
"Cissus quinquangularis","Corythaixoides leucogaster","sav3",2015-02-09,"Bird-fruit","sav3_2015-02-09_Bird-fruit",3
"Lannea schimperi","Corythaixoides leucogaster","sav3",2015-02-09,"Bird-fruit","sav3_2015-02-09_Bird-fruit",3
"Lantana camara","Euplectes capensis","sav3",2015-02-09,"Bird-fruit","sav3_2015-02-09_Bird-fruit",1
"Lantana camara","Hippolais languida","sav3",2015-02-09,"Bird-fruit","sav3_2015-02-09_Bird-fruit",2
"Lantana camara","Irania gutturalis","sav3",2015-02-09,"Bird-fruit","sav3_2015-02-09_Bird-fruit",2
"Rhamnus staddo","Irania gutturalis","sav3",2015-02-09,"Bird-fruit","sav3_2015-02-09_Bird-fruit",3
"Lannea schimperi","Lamprotornis chalybaeus","sav3",2015-02-09,"Bird-fruit","sav3_2015-02-09_Bird-fruit",37
"Lantana camara","Oenanthe oenanthe","sav3",2015-02-09,"Bird-fruit","sav3_2015-02-09_Bird-fruit",2
"Rhamnus staddo","Oenanthe oenanthe","sav3",2015-02-09,"Bird-fruit","sav3_2015-02-09_Bird-fruit",2
"Lantana camara","Petronia pyrgita","sav3",2015-02-09,"Bird-fruit","sav3_2015-02-09_Bird-fruit",4
"Rhamnus staddo","Petronia pyrgita","sav3",2015-02-09,"Bird-fruit","sav3_2015-02-09_Bird-fruit",2
"Lantana camara","Phyllastrephus strepitans","sav3",2015-02-09,"Bird-fruit","sav3_2015-02-09_Bird-fruit",7
"Rhamnus staddo","Phyllastrephus strepitans","sav3",2015-02-09,"Bird-fruit","sav3_2015-02-09_Bird-fruit",4
"Rhamnus staddo","Ploceus nigricollis","sav3",2015-02-09,"Bird-fruit","sav3_2015-02-09_Bird-fruit",1
"Cissus quinquangularis","Pycnonotus barbatus","sav3",2015-02-09,"Bird-fruit","sav3_2015-02-09_Bird-fruit",2
"Harrisonia abyssinica","Pycnonotus barbatus","sav3",2015-02-09,"Bird-fruit","sav3_2015-02-09_Bird-fruit",10
"Lannea schimperi","Pycnonotus barbatus","sav3",2015-02-09,"Bird-fruit","sav3_2015-02-09_Bird-fruit",3
"Lantana camara","Pycnonotus barbatus","sav3",2015-02-09,"Bird-fruit","sav3_2015-02-09_Bird-fruit",1
"Rhamnus staddo","Pycnonotus barbatus","sav3",2015-02-09,"Bird-fruit","sav3_2015-02-09_Bird-fruit",1
"Lannea schimperi","Sylvia atricapilla","sav3",2015-02-09,"Bird-fruit","sav3_2015-02-09_Bird-fruit",2
"Lantana camara","Sylvia atricapilla","sav3",2015-02-09,"Bird-fruit","sav3_2015-02-09_Bird-fruit",1
"Lannea schimperi","Sylvia borin","sav3",2015-02-09,"Bird-fruit","sav3_2015-02-09_Bird-fruit",2
"Lantana camara","Sylvia borin","sav3",2015-02-09,"Bird-fruit","sav3_2015-02-09_Bird-fruit",3
"Rhamnus staddo","Sylvia borin","sav3",2015-02-09,"Bird-fruit","sav3_2015-02-09_Bird-fruit",3
"Erianthemum dregei","Sylvia communis","sav3",2015-02-09,"Bird-fruit","sav3_2015-02-09_Bird-fruit",1
"Harrisonia abyssinica","Sylvia communis","sav3",2015-02-09,"Bird-fruit","sav3_2015-02-09_Bird-fruit",2
"Lantana camara","Sylvia communis","sav3",2015-02-09,"Bird-fruit","sav3_2015-02-09_Bird-fruit",24
"Rhamnus staddo","Sylvia communis","sav3",2015-02-09,"Bird-fruit","sav3_2015-02-09_Bird-fruit",17
"Cissus quinquangularis","Tockus deckeni","sav3",2015-02-09,"Bird-fruit","sav3_2015-02-09_Bird-fruit",1
"Lannea schimperi","Tockus deckeni","sav3",2015-02-09,"Bird-fruit","sav3_2015-02-09_Bird-fruit",1
"Cissus quinquangularis","Tockus nasutus","sav3",2015-02-09,"Bird-fruit","sav3_2015-02-09_Bird-fruit",6
"Lannea schimperi","Tockus nasutus","sav3",2015-02-09,"Bird-fruit","sav3_2015-02-09_Bird-fruit",6
"Lannea schimperi","Trachyphonus erythrocephalus","sav3",2015-02-09,"Bird-fruit","sav3_2015-02-09_Bird-fruit",8
"Rhamnus staddo","Trachyphonus erythrocephalus","sav3",2015-02-09,"Bird-fruit","sav3_2015-02-09_Bird-fruit",1
"Rhamnus staddo","Tricholaema lacrymosa","sav3",2015-02-09,"Bird-fruit","sav3_2015-02-09_Bird-fruit",2
"Lantana camara","Turdoides rubiginosa","sav3",2015-02-09,"Bird-fruit","sav3_2015-02-09_Bird-fruit",21
"Rhamnus staddo","Turdoides rubiginosa","sav3",2015-02-09,"Bird-fruit","sav3_2015-02-09_Bird-fruit",5
"Lantana camara","Urocolius macrourus","sav3",2015-02-09,"Bird-fruit","sav3_2015-02-09_Bird-fruit",3
"Commiphora triphylla","Corythaixoides leucogaster","sav4",2014-01-20,"Bird-fruit","sav4_2014-01-20_Bird-fruit",11
"Plicosepalus curviflorus","Corythaixoides leucogaster","sav4",2014-01-20,"Bird-fruit","sav4_2014-01-20_Bird-fruit",1
"Flueggea virosa","Coturnix coturnix","sav4",2014-01-20,"Bird-fruit","sav4_2014-01-20_Bird-fruit",13
"Commiphora triphylla","Petronia pyrgita","sav4",2014-01-20,"Bird-fruit","sav4_2014-01-20_Bird-fruit",9
"Flueggea virosa","Petronia pyrgita","sav4",2014-01-20,"Bird-fruit","sav4_2014-01-20_Bird-fruit",3
"Lantana camara","Petronia pyrgita","sav4",2014-01-20,"Bird-fruit","sav4_2014-01-20_Bird-fruit",4
"Commiphora triphylla","Ploceus rubiginosus","sav4",2014-01-20,"Bird-fruit","sav4_2014-01-20_Bird-fruit",5
"Commiphora triphylla","Pycnonotus barbatus","sav4",2014-01-20,"Bird-fruit","sav4_2014-01-20_Bird-fruit",5
"Flueggea virosa","Pycnonotus barbatus","sav4",2014-01-20,"Bird-fruit","sav4_2014-01-20_Bird-fruit",4
"Lantana camara","Pycnonotus barbatus","sav4",2014-01-20,"Bird-fruit","sav4_2014-01-20_Bird-fruit",3
"Plicosepalus curviflorus","Pycnonotus barbatus","sav4",2014-01-20,"Bird-fruit","sav4_2014-01-20_Bird-fruit",2
"Lantana camara","Sylvia communis","sav4",2014-01-20,"Bird-fruit","sav4_2014-01-20_Bird-fruit",1
"Commiphora triphylla","Tockus deckeni","sav4",2014-01-20,"Bird-fruit","sav4_2014-01-20_Bird-fruit",4
"Commiphora triphylla","Tockus erythrorhynchus","sav4",2014-01-20,"Bird-fruit","sav4_2014-01-20_Bird-fruit",1
"Plicosepalus curviflorus","Tricholaema lacrymosa","sav4",2014-01-20,"Bird-fruit","sav4_2014-01-20_Bird-fruit",2
"Lantana camara","Turdoides rubiginosa","sav4",2014-01-20,"Bird-fruit","sav4_2014-01-20_Bird-fruit",8
"Plicosepalus curviflorus","Urocolius macrourus","sav4",2014-01-20,"Bird-fruit","sav4_2014-01-20_Bird-fruit",3
"Ozoroa insignis","Andropadus importunus","sav5",2015-07-20,"Bird-fruit","sav5_2015-07-20_Bird-fruit",5
"Cissus quinquangularis","Corythaixoides leucogaster","sav5",2015-07-20,"Bird-fruit","sav5_2015-07-20_Bird-fruit",4
"Commiphora africana","Corythaixoides leucogaster","sav5",2015-07-20,"Bird-fruit","sav5_2015-07-20_Bird-fruit",5
"Commiphora sp.","Corythaixoides leucogaster","sav5",2015-07-20,"Bird-fruit","sav5_2015-07-20_Bird-fruit",1
"Ziziphus mucronata","Corythaixoides leucogaster","sav5",2015-07-20,"Bird-fruit","sav5_2015-07-20_Bird-fruit",3
"Commiphora africana","Lamprotornis superbus","sav5",2015-07-20,"Bird-fruit","sav5_2015-07-20_Bird-fruit",24
"Commiphora africana","Onychognathus morio","sav5",2015-07-20,"Bird-fruit","sav5_2015-07-20_Bird-fruit",4
"Ozoroa insignis","Onychognathus morio","sav5",2015-07-20,"Bird-fruit","sav5_2015-07-20_Bird-fruit",3
"Ziziphus mucronata","Onychognathus morio","sav5",2015-07-20,"Bird-fruit","sav5_2015-07-20_Bird-fruit",1
"Cissus quinquangularis","Phyllastrephus strepitans","sav5",2015-07-20,"Bird-fruit","sav5_2015-07-20_Bird-fruit",2
"Plicosepalus curviflorus","Phyllastrephus strepitans","sav5",2015-07-20,"Bird-fruit","sav5_2015-07-20_Bird-fruit",1
"Commiphora africana","Ploceus intermedius","sav5",2015-07-20,"Bird-fruit","sav5_2015-07-20_Bird-fruit",1
"Plicosepalus curviflorus","Pogoniulus pusillus","sav5",2015-07-20,"Bird-fruit","sav5_2015-07-20_Bird-fruit",1
"Commiphora africana","Poicephalus rufiventris","sav5",2015-07-20,"Bird-fruit","sav5_2015-07-20_Bird-fruit",3
"Ozoroa insignis","Poicephalus rufiventris","sav5",2015-07-20,"Bird-fruit","sav5_2015-07-20_Bird-fruit",4
"Cissus quinquangularis","Pycnonotus barbatus","sav5",2015-07-20,"Bird-fruit","sav5_2015-07-20_Bird-fruit",1
"Commiphora africana","Pycnonotus barbatus","sav5",2015-07-20,"Bird-fruit","sav5_2015-07-20_Bird-fruit",1
"Commiphora africana","Stactolaema leucotis","sav5",2015-07-20,"Bird-fruit","sav5_2015-07-20_Bird-fruit",2
"Cissus quinquangularis","Streptopelia semitorquata","sav5",2015-07-20,"Bird-fruit","sav5_2015-07-20_Bird-fruit",1
"Cissus quinquangularis","Tockus deckeni","sav5",2015-07-20,"Bird-fruit","sav5_2015-07-20_Bird-fruit",2
"Commiphora africana","Tockus deckeni","sav5",2015-07-20,"Bird-fruit","sav5_2015-07-20_Bird-fruit",4
"Commiphora sp.","Tockus deckeni","sav5",2015-07-20,"Bird-fruit","sav5_2015-07-20_Bird-fruit",2
"Emelianthe panganensis","Tockus deckeni","sav5",2015-07-20,"Bird-fruit","sav5_2015-07-20_Bird-fruit",2
"Ziziphus mucronata","Tockus deckeni","sav5",2015-07-20,"Bird-fruit","sav5_2015-07-20_Bird-fruit",3
"Cissus quinquangularis","Tockus nasutus","sav5",2015-07-20,"Bird-fruit","sav5_2015-07-20_Bird-fruit",1
"Commiphora africana","Tockus nasutus","sav5",2015-07-20,"Bird-fruit","sav5_2015-07-20_Bird-fruit",1
"Commiphora sp.","Tockus nasutus","sav5",2015-07-20,"Bird-fruit","sav5_2015-07-20_Bird-fruit",2
"Ziziphus mucronata","Tockus nasutus","sav5",2015-07-20,"Bird-fruit","sav5_2015-07-20_Bird-fruit",1
"Cissus quinquangularis","Trachyphonus erythrocephalus","sav5",2015-07-20,"Bird-fruit","sav5_2015-07-20_Bird-fruit",1
"Commiphora africana","Trachyphonus erythrocephalus","sav5",2015-07-20,"Bird-fruit","sav5_2015-07-20_Bird-fruit",1
"Ziziphus mucronata","Trachyphonus erythrocephalus","sav5",2015-07-20,"Bird-fruit","sav5_2015-07-20_Bird-fruit",2
"Cissus quinquangularis","Tricholaema lacrymosa","sav5",2015-07-20,"Bird-fruit","sav5_2015-07-20_Bird-fruit",1
"Commiphora africana","Tricholaema lacrymosa","sav5",2015-07-20,"Bird-fruit","sav5_2015-07-20_Bird-fruit",17
"Cissus quinquangularis","Urocolius macrourus","sav5",2015-07-20,"Bird-fruit","sav5_2015-07-20_Bird-fruit",2
"Plicosepalus curviflorus","Urocolius macrourus","sav5",2015-07-20,"Bird-fruit","sav5_2015-07-20_Bird-fruit",2
