"plant_species","animal_species","plot","date","type","plot_date_type","frequency"
"Erianthemum dregei","Anaplectes rubriceps","cof1",2014-12-15,"Bird-fruit","cof1_2014-12-15_Bird-fruit",11
"Erianthemum dregei","Cinnyricinclus leucogaster","cof1",2014-12-15,"Bird-fruit","cof1_2014-12-15_Bird-fruit",3
"Cissus oliveri","Pycnonotus barbatus","cof1",2014-12-15,"Bird-fruit","cof1_2014-12-15_Bird-fruit",1
"Maesopsis eminii","Bycanistes brevis","cof2",2014-07-14,"Bird-fruit","cof2_2014-07-14_Bird-fruit",55
"Trema orientalis","Bycanistes brevis","cof2",2014-07-14,"Bird-fruit","cof2_2014-07-14_Bird-fruit",7
"Trema orientalis","Cinnyricinclus leucogaster","cof2",2014-07-14,"Bird-fruit","cof2_2014-07-14_Bird-fruit",7
"Solanum nigrum","Colius striatus","cof2",2014-07-14,"Bird-fruit","cof2_2014-07-14_Bird-fruit",1
"Maesopsis eminii","Onychognathus morio","cof2",2014-07-14,"Bird-fruit","cof2_2014-07-14_Bird-fruit",7
"Trema orientalis","Ploceus baglafecht","cof2",2014-07-14,"Bird-fruit","cof2_2014-07-14_Bird-fruit",20
"Trema orientalis","Poeoptera kenricki","cof2",2014-07-14,"Bird-fruit","cof2_2014-07-14_Bird-fruit",1
"Trema orientalis","Pycnonotus barbatus","cof2",2014-07-14,"Bird-fruit","cof2_2014-07-14_Bird-fruit",77
"Maesopsis eminii","Tockus alboterminatus","cof2",2014-07-14,"Bird-fruit","cof2_2014-07-14_Bird-fruit",4
"Erianthemum dregei","Anaplectes rubriceps","cof3",2014-07-21,"Bird-fruit","cof3_2014-07-21_Bird-fruit",3
"Ficus thonningii","Anaplectes rubriceps","cof3",2014-07-21,"Bird-fruit","cof3_2014-07-21_Bird-fruit",5
"Trema orientalis","Anaplectes rubriceps","cof3",2014-07-21,"Bird-fruit","cof3_2014-07-21_Bird-fruit",13
"Ficus thonningii","Bycanistes brevis","cof3",2014-07-21,"Bird-fruit","cof3_2014-07-21_Bird-fruit",11
"Trema orientalis","Chrysococcyx klaas","cof3",2014-07-21,"Bird-fruit","cof3_2014-07-21_Bird-fruit",5
"Erianthemum dregei","Cinnyricinclus leucogaster","cof3",2014-07-21,"Bird-fruit","cof3_2014-07-21_Bird-fruit",10
"Ficus thonningii","Cinnyricinclus leucogaster","cof3",2014-07-21,"Bird-fruit","cof3_2014-07-21_Bird-fruit",28
"Trema orientalis","Cinnyricinclus leucogaster","cof3",2014-07-21,"Bird-fruit","cof3_2014-07-21_Bird-fruit",125
"Solanum nigrum","Colius striatus","cof3",2014-07-21,"Bird-fruit","cof3_2014-07-21_Bird-fruit",3
"Trema orientalis","Colius striatus","cof3",2014-07-21,"Bird-fruit","cof3_2014-07-21_Bird-fruit",1
"Ficus thonningii","Dioptrornis fischeri","cof3",2014-07-21,"Bird-fruit","cof3_2014-07-21_Bird-fruit",5
"Erianthemum dregei","Emberiza flaviventris","cof3",2014-07-21,"Bird-fruit","cof3_2014-07-21_Bird-fruit",1
"Ficus thonningii","Emberiza flaviventris","cof3",2014-07-21,"Bird-fruit","cof3_2014-07-21_Bird-fruit",1
"Ficus thonningii","Emberiza tahapisi","cof3",2014-07-21,"Bird-fruit","cof3_2014-07-21_Bird-fruit",1
"Trema orientalis","Lybius melanopterus","cof3",2014-07-21,"Bird-fruit","cof3_2014-07-21_Bird-fruit",2
"Erianthemum dregei","Ploceus baglafecht","cof3",2014-07-21,"Bird-fruit","cof3_2014-07-21_Bird-fruit",1
"Ficus thonningii","Ploceus baglafecht","cof3",2014-07-21,"Bird-fruit","cof3_2014-07-21_Bird-fruit",3
"Trema orientalis","Ploceus baglafecht","cof3",2014-07-21,"Bird-fruit","cof3_2014-07-21_Bird-fruit",3
"Ficus thonningii","Poeoptera kenricki","cof3",2014-07-21,"Bird-fruit","cof3_2014-07-21_Bird-fruit",2
"Trema orientalis","Poeoptera kenricki","cof3",2014-07-21,"Bird-fruit","cof3_2014-07-21_Bird-fruit",76
"Ficus thonningii","Pycnonotus barbatus","cof3",2014-07-21,"Bird-fruit","cof3_2014-07-21_Bird-fruit",15
"Trema orientalis","Pycnonotus barbatus","cof3",2014-07-21,"Bird-fruit","cof3_2014-07-21_Bird-fruit",14
"Ficus thonningii","Serinus mozambicus","cof3",2014-07-21,"Bird-fruit","cof3_2014-07-21_Bird-fruit",1
"Trema orientalis","Serinus mozambicus","cof3",2014-07-21,"Bird-fruit","cof3_2014-07-21_Bird-fruit",12
"Erianthemum dregei","Stactolaema leucotis","cof3",2014-07-21,"Bird-fruit","cof3_2014-07-21_Bird-fruit",1
"Ficus thonningii","Stactolaema leucotis","cof3",2014-07-21,"Bird-fruit","cof3_2014-07-21_Bird-fruit",25
"Erianthemum dregei","Anaplectes rubriceps","cof6",2014-12-15,"Bird-fruit","cof6_2014-12-15_Bird-fruit",1
"Plicosepalus curviflorus","Anaplectes rubriceps","cof6",2014-12-15,"Bird-fruit","cof6_2014-12-15_Bird-fruit",1
"Maesopsis eminii","Bycanistes brevis","cof6",2014-12-15,"Bird-fruit","cof6_2014-12-15_Bird-fruit",3
"Erianthemum dregei","Cinnyricinclus leucogaster","cof6",2014-12-15,"Bird-fruit","cof6_2014-12-15_Bird-fruit",8
"Plicosepalus curviflorus","Cinnyricinclus leucogaster","cof6",2014-12-15,"Bird-fruit","cof6_2014-12-15_Bird-fruit",2
"Erianthemum dregei","Colius striatus","cof6",2014-12-15,"Bird-fruit","cof6_2014-12-15_Bird-fruit",22
"Plicosepalus curviflorus","Colius striatus","cof6",2014-12-15,"Bird-fruit","cof6_2014-12-15_Bird-fruit",35
"Erianthemum dregei","Ploceus baglafecht","cof6",2014-12-15,"Bird-fruit","cof6_2014-12-15_Bird-fruit",2
"Plicosepalus curviflorus","Ploceus baglafecht","cof6",2014-12-15,"Bird-fruit","cof6_2014-12-15_Bird-fruit",2
"Erianthemum dregei","Poeoptera kenricki","cof6",2014-12-15,"Bird-fruit","cof6_2014-12-15_Bird-fruit",1
"Erianthemum dregei","Pogoniulus leucomystax","cof6",2014-12-15,"Bird-fruit","cof6_2014-12-15_Bird-fruit",2
"Erianthemum dregei","Pycnonotus barbatus","cof6",2014-12-15,"Bird-fruit","cof6_2014-12-15_Bird-fruit",7
"Erianthemum dregei","Tauraco hartlaubi","cof6",2014-12-15,"Bird-fruit","cof6_2014-12-15_Bird-fruit",3
"Maesopsis eminii","Tauraco hartlaubi","cof6",2014-12-15,"Bird-fruit","cof6_2014-12-15_Bird-fruit",12
"Maesopsis eminii","Tockus alboterminatus","cof6",2014-12-15,"Bird-fruit","cof6_2014-12-15_Bird-fruit",1
"Macaranga kilimandscharica","Andropadus milanjensis","flm1",2015-02-16,"Bird-fruit","flm1_2015-02-16_Bird-fruit",7
"Schefflera myriantha","Andropadus milanjensis","flm1",2015-02-16,"Bird-fruit","flm1_2015-02-16_Bird-fruit",5
"Smilax anceps","Andropadus milanjensis","flm1",2015-02-16,"Bird-fruit","flm1_2015-02-16_Bird-fruit",2
"Trema orientalis","Andropadus milanjensis","flm1",2015-02-16,"Bird-fruit","flm1_2015-02-16_Bird-fruit",1
"Keetia guenzii","Andropadus nigriceps","flm1",2015-02-16,"Bird-fruit","flm1_2015-02-16_Bird-fruit",1
"Macaranga kilimandscharica","Andropadus nigriceps","flm1",2015-02-16,"Bird-fruit","flm1_2015-02-16_Bird-fruit",5
"Maytenus acuminata","Andropadus nigriceps","flm1",2015-02-16,"Bird-fruit","flm1_2015-02-16_Bird-fruit",1
"Psychotria fractinervata","Andropadus nigriceps","flm1",2015-02-16,"Bird-fruit","flm1_2015-02-16_Bird-fruit",6
"Rubus steudneri","Andropadus nigriceps","flm1",2015-02-16,"Bird-fruit","flm1_2015-02-16_Bird-fruit",2
"Rytigynia hirsutiflora","Andropadus nigriceps","flm1",2015-02-16,"Bird-fruit","flm1_2015-02-16_Bird-fruit",5
"Schefflera myriantha","Andropadus nigriceps","flm1",2015-02-16,"Bird-fruit","flm1_2015-02-16_Bird-fruit",7
"Smilax anceps","Andropadus nigriceps","flm1",2015-02-16,"Bird-fruit","flm1_2015-02-16_Bird-fruit",5
"Trema orientalis","Andropadus nigriceps","flm1",2015-02-16,"Bird-fruit","flm1_2015-02-16_Bird-fruit",3
"Macaranga kilimandscharica","Cinnyricinclus sharpii","flm1",2015-02-16,"Bird-fruit","flm1_2015-02-16_Bird-fruit",3
"Schefflera myriantha","Cinnyricinclus sharpii","flm1",2015-02-16,"Bird-fruit","flm1_2015-02-16_Bird-fruit",11
"Macaranga kilimandscharica","Columba arquatrix","flm1",2015-02-16,"Bird-fruit","flm1_2015-02-16_Bird-fruit",6
"Schefflera myriantha","Columba arquatrix","flm1",2015-02-16,"Bird-fruit","flm1_2015-02-16_Bird-fruit",2
"Trema orientalis","Columba arquatrix","flm1",2015-02-16,"Bird-fruit","flm1_2015-02-16_Bird-fruit",1
"Macaranga kilimandscharica","Nigrita canicapillus","flm1",2015-02-16,"Bird-fruit","flm1_2015-02-16_Bird-fruit",1
"Macaranga kilimandscharica","Onychognathus walleri","flm1",2015-02-16,"Bird-fruit","flm1_2015-02-16_Bird-fruit",2
"Schefflera myriantha","Onychognathus walleri","flm1",2015-02-16,"Bird-fruit","flm1_2015-02-16_Bird-fruit",8
"Macaranga capensis","Phyllastrephus cabanisi","flm1",2015-02-16,"Bird-fruit","flm1_2015-02-16_Bird-fruit",1
"Psychotria fractinervata","Phyllastrephus cabanisi","flm1",2015-02-16,"Bird-fruit","flm1_2015-02-16_Bird-fruit",1
"Schefflera myriantha","Phyllastrephus cabanisi","flm1",2015-02-16,"Bird-fruit","flm1_2015-02-16_Bird-fruit",1
"Keetia guenzii","Phyllastrephus strepitans","flm1",2015-02-16,"Bird-fruit","flm1_2015-02-16_Bird-fruit",5
"Schefflera myriantha","Phyllastrephus strepitans","flm1",2015-02-16,"Bird-fruit","flm1_2015-02-16_Bird-fruit",1
"Schefflera myriantha","Phylloscopus umbrovirens","flm1",2015-02-16,"Bird-fruit","flm1_2015-02-16_Bird-fruit",1
"Schefflera myriantha","Poeoptera kenricki","flm1",2015-02-16,"Bird-fruit","flm1_2015-02-16_Bird-fruit",14
"Trema orientalis","Poeoptera kenricki","flm1",2015-02-16,"Bird-fruit","flm1_2015-02-16_Bird-fruit",3
"Psychotria fractinervata","Pogonocichla stellata","flm1",2015-02-16,"Bird-fruit","flm1_2015-02-16_Bird-fruit",4
"Keetia guenzii","Sylvia atricapilla","flm1",2015-02-16,"Bird-fruit","flm1_2015-02-16_Bird-fruit",1
"Psychotria fractinervata","Sylvia atricapilla","flm1",2015-02-16,"Bird-fruit","flm1_2015-02-16_Bird-fruit",2
"Schefflera myriantha","Sylvia atricapilla","flm1",2015-02-16,"Bird-fruit","flm1_2015-02-16_Bird-fruit",5
"Macaranga kilimandscharica","Tauraco hartlaubi","flm1",2015-02-16,"Bird-fruit","flm1_2015-02-16_Bird-fruit",1
"Schefflera myriantha","Tauraco hartlaubi","flm1",2015-02-16,"Bird-fruit","flm1_2015-02-16_Bird-fruit",4
"Begonia meyeri-johannis","Turdus olivaceus","flm1",2015-02-16,"Bird-fruit","flm1_2015-02-16_Bird-fruit",1
"Macaranga kilimandscharica","Turdus olivaceus","flm1",2015-02-16,"Bird-fruit","flm1_2015-02-16_Bird-fruit",2
"Psychotria fractinervata","Turdus olivaceus","flm1",2015-02-16,"Bird-fruit","flm1_2015-02-16_Bird-fruit",2
"Schefflera myriantha","Turdus olivaceus","flm1",2015-02-16,"Bird-fruit","flm1_2015-02-16_Bird-fruit",3
"Trema orientalis","Zosterops poliogastrus","flm1",2015-02-16,"Bird-fruit","flm1_2015-02-16_Bird-fruit",9
"Galiniera saxifraga","Andropadus milanjensis","flm2",2014-08-25,"Bird-fruit","flm2_2014-08-25_Bird-fruit",2
"Macaranga capensis","Andropadus milanjensis","flm2",2014-08-25,"Bird-fruit","flm2_2014-08-25_Bird-fruit",1
"Pauridiantha paucinervis","Andropadus milanjensis","flm2",2014-08-25,"Bird-fruit","flm2_2014-08-25_Bird-fruit",7
"Cissus oliveri","Andropadus nigriceps","flm2",2014-08-25,"Bird-fruit","flm2_2014-08-25_Bird-fruit",3
"Galiniera saxifraga","Andropadus nigriceps","flm2",2014-08-25,"Bird-fruit","flm2_2014-08-25_Bird-fruit",7
"Keetia guenzii","Andropadus nigriceps","flm2",2014-08-25,"Bird-fruit","flm2_2014-08-25_Bird-fruit",1
"Lasianthus kilimandscharicus","Andropadus nigriceps","flm2",2014-08-25,"Bird-fruit","flm2_2014-08-25_Bird-fruit",2
"Macaranga capensis","Andropadus nigriceps","flm2",2014-08-25,"Bird-fruit","flm2_2014-08-25_Bird-fruit",4
"Macaranga kilimandscharica","Andropadus nigriceps","flm2",2014-08-25,"Bird-fruit","flm2_2014-08-25_Bird-fruit",4
"Pauridiantha paucinervis","Andropadus nigriceps","flm2",2014-08-25,"Bird-fruit","flm2_2014-08-25_Bird-fruit",38
"Psychotria cyathicalyx","Andropadus nigriceps","flm2",2014-08-25,"Bird-fruit","flm2_2014-08-25_Bird-fruit",2
"Psychotria fractinervata","Andropadus nigriceps","flm2",2014-08-25,"Bird-fruit","flm2_2014-08-25_Bird-fruit",1
"Smilax anceps","Andropadus nigriceps","flm2",2014-08-25,"Bird-fruit","flm2_2014-08-25_Bird-fruit",2
"Pauridiantha paucinervis","Aplopelia larvata","flm2",2014-08-25,"Bird-fruit","flm2_2014-08-25_Bird-fruit",1
"Macaranga kilimandscharica","Cinnyricinclus sharpii","flm2",2014-08-25,"Bird-fruit","flm2_2014-08-25_Bird-fruit",1
"Macaranga capensis","Columba arquatrix","flm2",2014-08-25,"Bird-fruit","flm2_2014-08-25_Bird-fruit",1
"Macaranga kilimandscharica","Columba arquatrix","flm2",2014-08-25,"Bird-fruit","flm2_2014-08-25_Bird-fruit",2
"Galiniera saxifraga","Nigrita canicapillus","flm2",2014-08-25,"Bird-fruit","flm2_2014-08-25_Bird-fruit",1
"Lasianthus kilimandscharicus","Nigrita canicapillus","flm2",2014-08-25,"Bird-fruit","flm2_2014-08-25_Bird-fruit",3
"Pauridiantha paucinervis","Nigrita canicapillus","flm2",2014-08-25,"Bird-fruit","flm2_2014-08-25_Bird-fruit",3
"Macaranga kilimandscharica","Onychognathus walleri","flm2",2014-08-25,"Bird-fruit","flm2_2014-08-25_Bird-fruit",2
"Galiniera saxifraga","Phyllastrephus cabanisi","flm2",2014-08-25,"Bird-fruit","flm2_2014-08-25_Bird-fruit",1
"Keetia guenzii","Phyllastrephus cabanisi","flm2",2014-08-25,"Bird-fruit","flm2_2014-08-25_Bird-fruit",1
"Lasianthus kilimandscharicus","Phyllastrephus cabanisi","flm2",2014-08-25,"Bird-fruit","flm2_2014-08-25_Bird-fruit",2
"Macaranga capensis","Phyllastrephus cabanisi","flm2",2014-08-25,"Bird-fruit","flm2_2014-08-25_Bird-fruit",3
"Macaranga kilimandscharica","Phyllastrephus cabanisi","flm2",2014-08-25,"Bird-fruit","flm2_2014-08-25_Bird-fruit",2
"Pauridiantha paucinervis","Phyllastrephus cabanisi","flm2",2014-08-25,"Bird-fruit","flm2_2014-08-25_Bird-fruit",10
"Lasianthus kilimandscharicus","Phyllastrephus strepitans","flm2",2014-08-25,"Bird-fruit","flm2_2014-08-25_Bird-fruit",2
"Pauridiantha paucinervis","Phyllastrephus strepitans","flm2",2014-08-25,"Bird-fruit","flm2_2014-08-25_Bird-fruit",6
"Macaranga kilimandscharica","Poeoptera kenricki","flm2",2014-08-25,"Bird-fruit","flm2_2014-08-25_Bird-fruit",4
"Pauridiantha paucinervis","Pogonocichla stellata","flm2",2014-08-25,"Bird-fruit","flm2_2014-08-25_Bird-fruit",1
"Macaranga capensis","Tauraco hartlaubi","flm2",2014-08-25,"Bird-fruit","flm2_2014-08-25_Bird-fruit",16
"Macaranga kilimandscharica","Tauraco hartlaubi","flm2",2014-08-25,"Bird-fruit","flm2_2014-08-25_Bird-fruit",2
"Pauridiantha paucinervis","Tauraco hartlaubi","flm2",2014-08-25,"Bird-fruit","flm2_2014-08-25_Bird-fruit",1
"Psychotria cyathicalyx","Turdus olivaceus","flm2",2014-08-25,"Bird-fruit","flm2_2014-08-25_Bird-fruit",1
"Rubus steudneri","Turdus olivaceus","flm2",2014-08-25,"Bird-fruit","flm2_2014-08-25_Bird-fruit",1
"Macaranga kilimandscharica","Zosterops poliogastrus","flm2",2014-08-25,"Bird-fruit","flm2_2014-08-25_Bird-fruit",9
"Pauridiantha paucinervis","Zosterops poliogastrus","flm2",2014-08-25,"Bird-fruit","flm2_2014-08-25_Bird-fruit",66
"Ficus sur","Andropadus milanjensis","flm3",2015-03-02,"Bird-fruit","flm3_2015-03-02_Bird-fruit",2
"Maesa lanceolata","Andropadus milanjensis","flm3",2015-03-02,"Bird-fruit","flm3_2015-03-02_Bird-fruit",9
"Trema orientalis","Andropadus milanjensis","flm3",2015-03-02,"Bird-fruit","flm3_2015-03-02_Bird-fruit",2
"Maesa lanceolata","Cinnyricinclus sharpii","flm3",2015-03-02,"Bird-fruit","flm3_2015-03-02_Bird-fruit",4
"Ficus sur","Linurgus olivaceus","flm3",2015-03-02,"Bird-fruit","flm3_2015-03-02_Bird-fruit",5
"Maesa lanceolata","Nigrita canicapillus","flm3",2015-03-02,"Bird-fruit","flm3_2015-03-02_Bird-fruit",6
"Trema orientalis","Nigrita canicapillus","flm3",2015-03-02,"Bird-fruit","flm3_2015-03-02_Bird-fruit",1
"Ficus sur","Poeoptera kenricki","flm3",2015-03-02,"Bird-fruit","flm3_2015-03-02_Bird-fruit",4
"Ficus sur","Pycnonotus barbatus","flm3",2015-03-02,"Bird-fruit","flm3_2015-03-02_Bird-fruit",8
"Maesa lanceolata","Pycnonotus barbatus","flm3",2015-03-02,"Bird-fruit","flm3_2015-03-02_Bird-fruit",4
"Zehneria scabra","Pycnonotus barbatus","flm3",2015-03-02,"Bird-fruit","flm3_2015-03-02_Bird-fruit",2
"Ficus sur","Serinus citrinelloides","flm3",2015-03-02,"Bird-fruit","flm3_2015-03-02_Bird-fruit",28
"Maesa lanceolata","Serinus citrinelloides","flm3",2015-03-02,"Bird-fruit","flm3_2015-03-02_Bird-fruit",2
"Ficus sur","Stactolaema leucotis","flm3",2015-03-02,"Bird-fruit","flm3_2015-03-02_Bird-fruit",12
"Maesa lanceolata","Stactolaema leucotis","flm3",2015-03-02,"Bird-fruit","flm3_2015-03-02_Bird-fruit",6
"Ficus sur","Sylvia atricapilla","flm3",2015-03-02,"Bird-fruit","flm3_2015-03-02_Bird-fruit",4
"Maesa lanceolata","Sylvia atricapilla","flm3",2015-03-02,"Bird-fruit","flm3_2015-03-02_Bird-fruit",96
"Trema orientalis","Sylvia atricapilla","flm3",2015-03-02,"Bird-fruit","flm3_2015-03-02_Bird-fruit",14
"Zehneria scabra","Sylvia atricapilla","flm3",2015-03-02,"Bird-fruit","flm3_2015-03-02_Bird-fruit",2
"Ficus sur","Tauraco hartlaubi","flm3",2015-03-02,"Bird-fruit","flm3_2015-03-02_Bird-fruit",1
"Maesa lanceolata","Turdus olivaceus","flm3",2015-03-02,"Bird-fruit","flm3_2015-03-02_Bird-fruit",5
"Ficus sur","Zosterops poliogastrus","flm3",2015-03-02,"Bird-fruit","flm3_2015-03-02_Bird-fruit",4
"Maesa lanceolata","Zosterops poliogastrus","flm3",2015-03-02,"Bird-fruit","flm3_2015-03-02_Bird-fruit",112
"Ocotea usambarensis","Zosterops poliogastrus","flm3",2015-03-02,"Bird-fruit","flm3_2015-03-02_Bird-fruit",7
"Trema orientalis","Zosterops poliogastrus","flm3",2015-03-02,"Bird-fruit","flm3_2015-03-02_Bird-fruit",15
"Heinsenia diervilleoides","Andropadus milanjensis","flm4",2015-03-02,"Bird-fruit","flm4_2015-03-02_Bird-fruit",1
"Dracaena afromontana","Andropadus nigriceps","flm4",2015-03-02,"Bird-fruit","flm4_2015-03-02_Bird-fruit",1
"Heinsenia diervilleoides","Andropadus nigriceps","flm4",2015-03-02,"Bird-fruit","flm4_2015-03-02_Bird-fruit",6
"Keetia guenzii","Andropadus nigriceps","flm4",2015-03-02,"Bird-fruit","flm4_2015-03-02_Bird-fruit",4
"Macaranga kilimandscharica","Andropadus nigriceps","flm4",2015-03-02,"Bird-fruit","flm4_2015-03-02_Bird-fruit",2
"Pauridiantha paucinervis","Andropadus nigriceps","flm4",2015-03-02,"Bird-fruit","flm4_2015-03-02_Bird-fruit",2
"Psychotria fractinervata","Andropadus nigriceps","flm4",2015-03-02,"Bird-fruit","flm4_2015-03-02_Bird-fruit",3
"Tiliacora funifera","Andropadus nigriceps","flm4",2015-03-02,"Bird-fruit","flm4_2015-03-02_Bird-fruit",1
"Trema orientalis","Andropadus nigriceps","flm4",2015-03-02,"Bird-fruit","flm4_2015-03-02_Bird-fruit",3
"Ficus sur","Bycanistes brevis","flm4",2015-03-02,"Bird-fruit","flm4_2015-03-02_Bird-fruit",2
"Macaranga kilimandscharica","Cinnyricinclus sharpii","flm4",2015-03-02,"Bird-fruit","flm4_2015-03-02_Bird-fruit",6
"Trema orientalis","Cinnyricinclus sharpii","flm4",2015-03-02,"Bird-fruit","flm4_2015-03-02_Bird-fruit",4
"Macaranga capensis","Linurgus olivaceus","flm4",2015-03-02,"Bird-fruit","flm4_2015-03-02_Bird-fruit",1
"Maesa lanceolata","Linurgus olivaceus","flm4",2015-03-02,"Bird-fruit","flm4_2015-03-02_Bird-fruit",2
"Tiliacora funifera","Linurgus olivaceus","flm4",2015-03-02,"Bird-fruit","flm4_2015-03-02_Bird-fruit",2
"Trema orientalis","Linurgus olivaceus","flm4",2015-03-02,"Bird-fruit","flm4_2015-03-02_Bird-fruit",2
"Maesa lanceolata","Nigrita canicapillus","flm4",2015-03-02,"Bird-fruit","flm4_2015-03-02_Bird-fruit",2
"Tiliacora funifera","Nigrita canicapillus","flm4",2015-03-02,"Bird-fruit","flm4_2015-03-02_Bird-fruit",6
"Ficus sur","Onychognathus walleri","flm4",2015-03-02,"Bird-fruit","flm4_2015-03-02_Bird-fruit",3
"Macaranga kilimandscharica","Onychognathus walleri","flm4",2015-03-02,"Bird-fruit","flm4_2015-03-02_Bird-fruit",3
"Trema orientalis","Onychognathus walleri","flm4",2015-03-02,"Bird-fruit","flm4_2015-03-02_Bird-fruit",9
"Heinsenia diervilleoides","Phyllastrephus cabanisi","flm4",2015-03-02,"Bird-fruit","flm4_2015-03-02_Bird-fruit",2
"Keetia guenzii","Phyllastrephus cabanisi","flm4",2015-03-02,"Bird-fruit","flm4_2015-03-02_Bird-fruit",1
"Macaranga capensis","Phyllastrephus cabanisi","flm4",2015-03-02,"Bird-fruit","flm4_2015-03-02_Bird-fruit",3
"Macaranga kilimandscharica","Phyllastrephus cabanisi","flm4",2015-03-02,"Bird-fruit","flm4_2015-03-02_Bird-fruit",5
"Psychotria fractinervata","Phyllastrephus cabanisi","flm4",2015-03-02,"Bird-fruit","flm4_2015-03-02_Bird-fruit",2
"Trema orientalis","Phyllastrephus cabanisi","flm4",2015-03-02,"Bird-fruit","flm4_2015-03-02_Bird-fruit",3
"Macaranga kilimandscharica","Poeoptera kenricki","flm4",2015-03-02,"Bird-fruit","flm4_2015-03-02_Bird-fruit",7
"Maesa lanceolata","Poeoptera kenricki","flm4",2015-03-02,"Bird-fruit","flm4_2015-03-02_Bird-fruit",6
"Maesa lanceolata","Pogoniulus leucomystax","flm4",2015-03-02,"Bird-fruit","flm4_2015-03-02_Bird-fruit",2
"Tiliacora funifera","Pogoniulus leucomystax","flm4",2015-03-02,"Bird-fruit","flm4_2015-03-02_Bird-fruit",4
"Trema orientalis","Pycnonotus barbatus","flm4",2015-03-02,"Bird-fruit","flm4_2015-03-02_Bird-fruit",1
"Ficus sur","Sylvia atricapilla","flm4",2015-03-02,"Bird-fruit","flm4_2015-03-02_Bird-fruit",2
"Keetia guenzii","Sylvia atricapilla","flm4",2015-03-02,"Bird-fruit","flm4_2015-03-02_Bird-fruit",1
"Pauridiantha paucinervis","Sylvia atricapilla","flm4",2015-03-02,"Bird-fruit","flm4_2015-03-02_Bird-fruit",2
"Psychotria fractinervata","Sylvia atricapilla","flm4",2015-03-02,"Bird-fruit","flm4_2015-03-02_Bird-fruit",2
"Tiliacora funifera","Sylvia atricapilla","flm4",2015-03-02,"Bird-fruit","flm4_2015-03-02_Bird-fruit",10
"Ficus sur","Tauraco hartlaubi","flm4",2015-03-02,"Bird-fruit","flm4_2015-03-02_Bird-fruit",5
"Maesa lanceolata","Turdus olivaceus","flm4",2015-03-02,"Bird-fruit","flm4_2015-03-02_Bird-fruit",1
"Pauridiantha paucinervis","Turdus olivaceus","flm4",2015-03-02,"Bird-fruit","flm4_2015-03-02_Bird-fruit",2
"Psychotria fractinervata","Turdus olivaceus","flm4",2015-03-02,"Bird-fruit","flm4_2015-03-02_Bird-fruit",1
"Maesa lanceolata","Zosterops poliogastrus","flm4",2015-03-02,"Bird-fruit","flm4_2015-03-02_Bird-fruit",1
"Tiliacora funifera","Zosterops poliogastrus","flm4",2015-03-02,"Bird-fruit","flm4_2015-03-02_Bird-fruit",6
"Psychotria cyathicalyx","Andropadus milanjensis","flm6",2014-08-11,"Bird-fruit","flm6_2014-08-11_Bird-fruit",1
"Schefflera myriantha","Andropadus milanjensis","flm6",2014-08-11,"Bird-fruit","flm6_2014-08-11_Bird-fruit",1
"Allophylus ferrugineus","Andropadus nigriceps","flm6",2014-08-11,"Bird-fruit","flm6_2014-08-11_Bird-fruit",3
"Macaranga kilimandscharica","Andropadus nigriceps","flm6",2014-08-11,"Bird-fruit","flm6_2014-08-11_Bird-fruit",7
"Maytenus acuminata","Andropadus nigriceps","flm6",2014-08-11,"Bird-fruit","flm6_2014-08-11_Bird-fruit",2
"Ocotea usambarensis","Andropadus nigriceps","flm6",2014-08-11,"Bird-fruit","flm6_2014-08-11_Bird-fruit",1
"Psychotria cyathicalyx","Andropadus nigriceps","flm6",2014-08-11,"Bird-fruit","flm6_2014-08-11_Bird-fruit",5
"Psychotria fractinervata","Andropadus nigriceps","flm6",2014-08-11,"Bird-fruit","flm6_2014-08-11_Bird-fruit",4
"Schefflera myriantha","Andropadus nigriceps","flm6",2014-08-11,"Bird-fruit","flm6_2014-08-11_Bird-fruit",1
"Schefflera volkensii","Andropadus nigriceps","flm6",2014-08-11,"Bird-fruit","flm6_2014-08-11_Bird-fruit",14
"Schefflera volkensii","Apaloderma vittatum","flm6",2014-08-11,"Bird-fruit","flm6_2014-08-11_Bird-fruit",2
"Psychotria cyathicalyx","Bradypterus cinnamomeus","flm6",2014-08-11,"Bird-fruit","flm6_2014-08-11_Bird-fruit",1
"Schefflera myriantha","Bradypterus lopezi","flm6",2014-08-11,"Bird-fruit","flm6_2014-08-11_Bird-fruit",1
"Macaranga kilimandscharica","Cinnyricinclus femoralis","flm6",2014-08-11,"Bird-fruit","flm6_2014-08-11_Bird-fruit",3
"Schefflera myriantha","Cinnyricinclus femoralis","flm6",2014-08-11,"Bird-fruit","flm6_2014-08-11_Bird-fruit",2
"Schefflera volkensii","Cinnyricinclus femoralis","flm6",2014-08-11,"Bird-fruit","flm6_2014-08-11_Bird-fruit",6
"Schefflera volkensii","Cinnyricinclus sharpii","flm6",2014-08-11,"Bird-fruit","flm6_2014-08-11_Bird-fruit",13
"Macaranga kilimandscharica","Columba arquatrix","flm6",2014-08-11,"Bird-fruit","flm6_2014-08-11_Bird-fruit",1
"Ocotea usambarensis","Columba arquatrix","flm6",2014-08-11,"Bird-fruit","flm6_2014-08-11_Bird-fruit",2
"Schefflera volkensii","Columba arquatrix","flm6",2014-08-11,"Bird-fruit","flm6_2014-08-11_Bird-fruit",2
